,Ville,Code,Ville+Code
11704,belberaud,31450,belberaud-31450
11705,blagnac,31700,blagnac-31700
11706,bélesta-en-lauragais,31540,bélesta-en-lauragais-31540
11707,cadours,31480,cadours-31480
11708,belbèze-de-lauragais,31450,belbèze-de-lauragais-31450
11709,fronsac,31440,fronsac-31440
11710,bessières,31660,bessières-31660
11711,castillon-de-saint-martory,31360,castillon-de-saint-martory-31360
11712,pins-justaret,31860,pins-justaret-31860
11713,saint-michel,31220,saint-michel-31220
11714,laréole,31480,laréole-31480
11715,saint-félix-lauragais,31540,saint-félix-lauragais-31540
11716,mondilhan,31350,mondilhan-31350
11717,lavernose-lacasse,31410,lavernose-lacasse-31410
11718,toulouse,31000,toulouse-31000
11719,rieumajou,31290,rieumajou-31290
11720,frouzins,31270,frouzins-31270
11721,montgeard,31560,montgeard-31560
11722,bouzin,31420,bouzin-31420
11723,montgaillard-lauragais,31290,montgaillard-lauragais-31290
11724,lieoux,31800,lieoux-31800
11725,cazac,31230,cazac-31230
11726,salles-et-pratviel,31110,salles-et-pratviel-31110
11727,l'isle-en-dodon,31230,l'isle-en-dodon-31230
11728,villaudric,31620,villaudric-31620
11729,sabonnères,31370,sabonnères-31370
11730,bourg-saint-bernard,31570,bourg-saint-bernard-31570
11731,vallègue,31290,vallègue-31290
11732,deyme,31450,deyme-31450
11733,plagnole,31370,plagnole-31370
11734,villematier,31340,villematier-31340
11735,savères,31370,savères-31370
11736,villeneuve-lès-bouloc,31620,villeneuve-lès-bouloc-31620
11737,beaupuy,31850,beaupuy-31850
11738,caragoudes,31460,caragoudes-31460
11739,cépet,31620,cépet-31620
11740,montesquieu-guittaut,31230,montesquieu-guittaut-31230
11741,auzeville-tolosane,31320,auzeville-tolosane-31320
11742,beauteville,31290,beauteville-31290
11743,montaut,31410,montaut-31410
11744,saint-marcet,31800,saint-marcet-31800
11745,auterive,31190,auterive-31190
11746,marliac,31550,marliac-31550
11747,blajan,31350,blajan-31350
11748,palaminy,31220,palaminy-31220
11749,alan,31420,alan-31420
11750,saint-plancard,31580,saint-plancard-31580
11751,canens,31310,canens-31310
11752,cassagne,31260,cassagne-31260
11753,arguenos,31160,arguenos-31160
11754,saint-béat,31440,saint-béat-31440
11755,lasserre,31530,lasserre-31530
11756,burgalays,31440,burgalays-31440
11757,lanta,31570,lanta-31570
11758,verfeil,31590,verfeil-31590
11759,cazaril-tambourès,31580,cazaril-tambourès-31580
11760,vallesvilles,31570,vallesvilles-31570
11761,razecueillé,31160,razecueillé-31160
11762,merville,31330,merville-31330
11763,urau,31260,urau-31260
11764,montaigut-sur-save,31530,montaigut-sur-save-31530
11765,castelgaillard,31230,castelgaillard-31230
11766,saint-pierre-de-lages,31570,saint-pierre-de-lages-31570
11767,saint-mamet,31110,saint-mamet-31110
11768,corronsac,31450,corronsac-31450
11769,mondouzil,31850,mondouzil-31850
11770,beaufort,31370,beaufort-31370
11771,escalquens,31750,escalquens-31750
11772,valentine,31800,valentine-31800
11773,lécussan,31580,lécussan-31580
11774,baren,31440,baren-31440
11775,herran,31160,herran-31160
11776,goudex,31230,goudex-31230
11777,bezins-garraux,31440,bezins-garraux-31440
11778,boussan,31420,boussan-31420
11779,le castéra,31530,le castéra-31530
11780,auriac-sur-vendinelle,31460,auriac-sur-vendinelle-31460
11781,juzet-de-luchon,31110,juzet-de-luchon-31110
11782,seysses,31600,seysses-31600
11783,montgaillard-sur-save,31350,montgaillard-sur-save-31350
11784,lauzerville,31650,lauzerville-31650
11785,gibel,31560,gibel-31560
11786,samouillan,31420,samouillan-31420
11787,rebigue,31320,rebigue-31320
11788,lodes,31800,lodes-31800
11789,lagardelle-sur-lèze,31870,lagardelle-sur-lèze-31870
11790,ciadoux,31350,ciadoux-31350
11791,villenouvelle,31290,villenouvelle-31290
11792,castéra-vignoles,31350,castéra-vignoles-31350
11793,saint-élix-séglan,31420,saint-élix-séglan-31420
11794,saint-rustice,31620,saint-rustice-31620
11795,vignaux,31480,vignaux-31480
11796,caujac,31190,caujac-31190
11797,puydaniel,31190,puydaniel-31190
11798,prunet,31460,prunet-31460
11799,saint-paul-d'oueil,31110,saint-paul-d'oueil-31110
11800,aussonne,31840,aussonne-31840
11801,saint-germier,31290,saint-germier-31290
11802,huos,31210,huos-31210
11803,miramont-de-comminges,31800,miramont-de-comminges-31800
11804,goutevernisse,31310,goutevernisse-31310
11805,saint-hilaire,31410,saint-hilaire-31410
11806,villeneuve-tolosane,31270,villeneuve-tolosane-31270
11807,puysségur,31480,puysségur-31480
11808,brignemont,31480,brignemont-31480
11809,venerque,31810,venerque-31810
11810,bonrepos-riquet,31590,bonrepos-riquet-31590
11811,ponlat-taillebourg,31210,ponlat-taillebourg-31210
11812,saint-jean,31240,saint-jean-31240
11813,saint-pé-delbosc,31350,saint-pé-delbosc-31350
11814,proupiary,31360,proupiary-31360
11815,luscan,31510,luscan-31510
11816,saint-loup-cammas,31140,saint-loup-cammas-31140
11817,pointis-de-rivière,31210,pointis-de-rivière-31210
11818,drémil-lafage,31280,drémil-lafage-31280
11819,couret,31160,couret-31160
11820,aucamville,31140,aucamville-31140
11821,sédeilhac,31580,sédeilhac-31580
11822,calmont,31560,calmont-31560
11823,gourdan-polignan,31210,gourdan-polignan-31210
11824,signac,31440,signac-31440
11825,péguilhan,31350,péguilhan-31350
11826,gémil,31380,gémil-31380
11827,avignonet-lauragais,31290,avignonet-lauragais-31290
11828,cabanac-séguenville,31480,cabanac-séguenville-31480
11829,peyssies,31390,peyssies-31390
11830,montberon,31140,montberon-31140
11831,labastidette,31600,labastidette-31600
11832,montclar-lauragais,31290,montclar-lauragais-31290
11833,saint-sauveur,31790,saint-sauveur-31790
11834,l'union,31240,l'union-31240
11835,odars,31450,odars-31450
11836,montrabé,31850,montrabé-31850
11837,portet-d'aspet,31160,portet-d'aspet-31160
11838,toutens,31460,toutens-31460
11839,drudas,31480,drudas-31480
11840,saint-jory,31790,saint-jory-31790
11841,castelnau-d'estrétefonds,31620,castelnau-d'estrétefonds-31620
11842,lux,31290,lux-31290
11843,sode,31110,sode-31110
11844,saint-orens-de-gameville,31650,saint-orens-de-gameville-31650
11845,antignac,31110,antignac-31110
11846,trébons-de-luchon,31110,trébons-de-luchon-31110
11847,varennes,31450,varennes-31450
11848,fonsorbes,31470,fonsorbes-31470
11849,mauran,31220,mauran-31220
11850,labège,31670,labège-31670
11851,lahitère,31310,lahitère-31310
11852,saint-thomas,31470,saint-thomas-31470
11853,larroque,31580,larroque-31580
11854,roquesérière,31380,roquesérière-31380
11855,gagnac-sur-garonne,31150,gagnac-sur-garonne-31150
11856,caignac,31560,caignac-31560
11857,pompertuzat,31450,pompertuzat-31450
11858,martisserre,31230,martisserre-31230
11859,donneville,31450,donneville-31450
11860,peyrissas,31420,peyrissas-31420
11861,thil,31530,thil-31530
11862,mane,31260,mane-31260
11863,fourquevaux,31450,fourquevaux-31450
11864,lespugue,31350,lespugue-31350
11865,bérat,31370,bérat-31370
11866,poucharramet,31370,poucharramet-31370
11867,maureville,31460,maureville-31460
11868,bax,31310,bax-31310
11869,arnaud-guilhem,31360,arnaud-guilhem-31360
11870,charlas,31350,charlas-31350
11871,cugnaux,31270,cugnaux-31270
11872,castelbiague,31160,castelbiague-31160
11873,maurens,31540,maurens-31540
11874,lalouret-laffiteau,31800,lalouret-laffiteau-31800
11875,mascarville,31460,mascarville-31460
11876,rieucazé,31800,rieucazé-31800
11877,boulogne-sur-gesse,31350,boulogne-sur-gesse-31350
11878,latoue,31800,latoue-31800
11879,gardouch,31290,gardouch-31290
11880,clermont-le-fort,31810,clermont-le-fort-31810
11881,agassac,31230,agassac-31230
11882,préserville,31570,préserville-31570
11883,montgras,31370,montgras-31370
11884,frontignan-de-comminges,31510,frontignan-de-comminges-31510
11885,forgues,31370,forgues-31370
11886,eoux,31420,eoux-31420
11887,ondes,31330,ondes-31330
11888,marsoulas,31260,marsoulas-31260
11889,nogaret,31540,nogaret-31540
11890,saint-médard,31360,saint-médard-31360
11891,le cabanial,31460,le cabanial-31460
11892,labastide-paumès,31230,labastide-paumès-31230
11893,auragne,31190,auragne-31190
11894,mancioux,31360,mancioux-31360
11895,coueilles,31230,coueilles-31230
11896,layrac-sur-tarn,31340,layrac-sur-tarn-31340
11897,saint-frajou,31230,saint-frajou-31230
11898,cambernard,31470,cambernard-31470
11899,nailloux,31560,nailloux-31560
11900,boutx,31440,boutx-31440
11901,valcabrère,31510,valcabrère-31510
11902,sepx,31360,sepx-31360
11903,polastron,31430,polastron-31430
11904,mayrègne,31110,mayrègne-31110
11905,latrape,31310,latrape-31310
11906,esparron,31420,esparron-31420
11907,puymaurin,31230,puymaurin-31230
11908,brax,31490,brax-31490
11909,estancarbon,31800,estancarbon-31800
11910,montespan,31260,montespan-31260
11911,beauville,31460,beauville-31460
11912,beauchalot,31360,beauchalot-31360
11913,fustignac,31430,fustignac-31430
11914,balesta,31580,balesta-31580
11915,montoulieu-saint-bernard,31420,montoulieu-saint-bernard-31420
11916,saint-cézert,31330,saint-cézert-31330
11917,bachas,31420,bachas-31420
11918,monès,31370,monès-31370
11919,seilhan,31510,seilhan-31510
11920,esperce,31190,esperce-31190
11921,la salvetat-lauragais,31460,la salvetat-lauragais-31460
11922,lussan-adeilhac,31430,lussan-adeilhac-31430
11923,seyre,31560,seyre-31560
11924,saint-rome,31290,saint-rome-31290
11925,pechbusque,31320,pechbusque-31320
11926,saint-jean-lherm,31380,saint-jean-lherm-31380
11927,lapeyrère,31310,lapeyrère-31310
11928,cazeaux-de-larboust,31110,cazeaux-de-larboust-31110
11929,balma,31130,balma-31130
11930,ardiège,31210,ardiège-31210
11931,sainte-foy-d'aigrefeuille,31570,sainte-foy-d'aigrefeuille-31570
11932,capens,31410,capens-31410
11933,lautignac,31370,lautignac-31370
11934,lavalette,31590,lavalette-31590
11935,saccourvielle,31110,saccourvielle-31110
11936,aspet,31160,aspet-31160
11937,cassagnabère-tournas,31420,cassagnabère-tournas-31420
11938,bois-de-la-pierre,31390,bois-de-la-pierre-31390
11939,montégut-lauragais,31540,montégut-lauragais-31540
11940,boissède,31230,boissède-31230
11941,malvezie,31510,malvezie-31510
11942,lahage,31370,lahage-31370
11943,saint-andré,31420,saint-andré-31420
11944,gouzens,31310,gouzens-31310
11945,gratens,31430,gratens-31430
11946,le fréchet,31360,le fréchet-31360
11947,montbernard,31230,montbernard-31230
11948,plagne,31220,plagne-31220
11949,melles,31440,melles-31440
11950,montberaud,31220,montberaud-31220
11951,oô,31110,oô-31110
11952,montgazin,31410,montgazin-31410
11953,mazères-sur-salat,31260,mazères-sur-salat-31260
11954,saint-alban,31140,saint-alban-31140
11955,bordes-de-rivière,31210,bordes-de-rivière-31210
11956,launaguet,31140,launaguet-31140
11957,rouède,31160,rouède-31160
11958,plaisance-du-touch,31830,plaisance-du-touch-31830
11959,saux-et-pomarède,31800,saux-et-pomarède-31800
11960,launac,31330,launac-31330
11961,auzas,31360,auzas-31360
11962,franquevielle,31210,franquevielle-31210
11963,peyrouzet,31420,peyrouzet-31420
11964,bazus,31380,bazus-31380
11965,mourvilles-basses,31460,mourvilles-basses-31460
11966,cier-de-luchon,31110,cier-de-luchon-31110
11967,lamasquère,31600,lamasquère-31600
11968,rouffiac-tolosan,31180,rouffiac-tolosan-31180
11969,juzet-d'izaut,31160,juzet-d'izaut-31160
11970,cazaux-layrisse,31440,cazaux-layrisse-31440
11971,villate,31860,villate-31860
11972,cathervielle,31110,cathervielle-31110
11973,escoulis,31260,escoulis-31260
11974,benque,31420,benque-31420
11975,massabrac,31310,massabrac-31310
11976,noé,31410,noé-31410
11977,aigrefeuille,31280,aigrefeuille-31280
11978,garidech,31380,garidech-31380
11979,cirès,31110,cirès-31110
11980,pechbonnieu,31140,pechbonnieu-31140
11981,vaudreuille,31250,vaudreuille-31250
11982,lapeyrouse-fossat,31180,lapeyrouse-fossat-31180
11983,quint-fonsegrives,31130,quint-fonsegrives-31130
11984,cazaunous,31160,cazaunous-31160
11985,auribail,31190,auribail-31190
11986,escanecrabe,31350,escanecrabe-31350
11987,grépiac,31190,grépiac-31190
11988,cazeneuve-montaut,31420,cazeneuve-montaut-31420
11989,vieillevigne,31290,vieillevigne-31290
11990,montmaurin,31350,montmaurin-31350
11991,revel,31250,revel-31250
11992,castelnau-picampeau,31430,castelnau-picampeau-31430
11993,saussens,31460,saussens-31460
11994,auzielle,31650,auzielle-31650
11995,bruguières,31150,bruguières-31150
11996,galié,31510,galié-31510
11997,labarthe-rivière,31800,labarthe-rivière-31800
11998,castagnac,31310,castagnac-31310
11999,larra,31330,larra-31330
12000,labarthe-sur-lèze,31860,labarthe-sur-lèze-31860
12001,buzet-sur-tarn,31660,buzet-sur-tarn-31660
12002,martres-tolosane,31220,martres-tolosane-31220
12003,fougaron,31160,fougaron-31160
12004,bachos,31440,bachos-31440
12005,touille,31260,touille-31260
12006,cambiac,31460,cambiac-31460
12007,paulhac,31380,paulhac-31380
12008,saleich,31260,saleich-31260
12009,belbèze-en-comminges,31260,belbèze-en-comminges-31260
12010,lespinasse,31150,lespinasse-31150
12011,lévignac,31530,lévignac-31530
12012,moncaup,31160,moncaup-31160
12013,marignac-laspeyres,31220,marignac-laspeyres-31220
12014,saman,31350,saman-31350
12015,martres-de-rivière,31210,martres-de-rivière-31210
12016,montsaunès,31260,montsaunès-31260
12017,bagnères-de-luchon,31110,bagnères-de-luchon-31110
12018,montbrun-lauragais,31450,montbrun-lauragais-31450
12019,cazaril-laspènes,31110,cazaril-laspènes-31110
12020,poubeau,31110,poubeau-31110
12021,cier-de-rivière,31510,cier-de-rivière-31510
12022,argut-dessous,31440,argut-dessous-31440
12023,lespiteau,31160,lespiteau-31160
12024,jurvielle,31110,jurvielle-31110
12025,milhas,31160,milhas-31160
12026,arlos,31440,arlos-31440
12027,benque-dessous-et-dessus,31110,benque-dessous-et-dessus-31110
12028,sajas,31370,sajas-31370
12029,artigue,31110,artigue-31110
12030,gouaux-de-luchon,31110,gouaux-de-luchon-31110
12031,gouaux-de-larboust,31110,gouaux-de-larboust-31110
12032,guran,31440,guran-31440
12033,billière,31110,billière-31110
12034,le plan,31220,le plan-31220
12035,montégut-bourjac,31430,montégut-bourjac-31430
12036,clarac,31210,clarac-31210
12037,sainte-foy-de-peyrolières,31470,sainte-foy-de-peyrolières-31470
12038,montbrun-bocage,31310,montbrun-bocage-31310
12039,bellesserre,31480,bellesserre-31480
12040,saint-clar-de-rivière,31600,saint-clar-de-rivière-31600
12041,nizan-gesse,31350,nizan-gesse-31350
12042,mourvilles-hautes,31540,mourvilles-hautes-31540
12043,beaumont-sur-lèze,31870,beaumont-sur-lèze-31870
12044,eup,31440,eup-31440
12045,saint-laurent,31230,saint-laurent-31230
12046,gargas,31620,gargas-31620
12047,sénarens,31430,sénarens-31430
12048,mauzac,31410,mauzac-31410
12049,labastide-clermont,31370,labastide-clermont-31370
12050,saint-bertrand-de-comminges,31510,saint-bertrand-de-comminges-31510
12051,payssous,31510,payssous-31510
12052,le fousseret,31430,le fousseret-31430
12053,montoussin,31430,montoussin-31430
12054,montesquieu-volvestre,31310,montesquieu-volvestre-31310
12055,le burgaud,31330,le burgaud-31330
12056,saint-loup-en-comminges,31350,saint-loup-en-comminges-31350
12057,aurignac,31420,aurignac-31420
12058,arbas,31160,arbas-31160
12059,mont-de-galié,31510,mont-de-galié-31510
12060,régades,31800,régades-31800
12061,falga,31540,falga-31540
12062,vacquiers,31340,vacquiers-31340
12063,pelleport,31480,pelleport-31480
12064,grenade,31330,grenade-31330
12065,bondigoux,31340,bondigoux-31340
12066,fronton,31620,fronton-31620
12067,caubiac,31480,caubiac-31480
12068,sainte-livrade,31530,sainte-livrade-31530
12069,montastruc-la-conseillère,31380,montastruc-la-conseillère-31380
12070,lagraulet-saint-nicolas,31480,lagraulet-saint-nicolas-31480
12071,vaux,31540,vaux-31540
12072,renneville,31290,renneville-31290
12073,pinsaguel,31120,pinsaguel-31120
12074,gensac-de-boulogne,31350,gensac-de-boulogne-31350
12075,cierp-gaud,31440,cierp-gaud-31440
12076,marignac-lasclares,31430,marignac-lasclares-31430
12077,lège,31440,lège-31440
12078,vendine,31460,vendine-31460
12079,saubens,31600,saubens-31600
12080,saint-ignan,31800,saint-ignan-31800
12081,landorthe,31800,landorthe-31800
12082,génos,31510,génos-31510
12083,villeneuve-lécussan,31580,villeneuve-lécussan-31580
12084,saint-vincent,31290,saint-vincent-31290
12085,fonbeauzard,31140,fonbeauzard-31140
12086,eaunes,31600,eaunes-31600
12087,montpitol,31380,montpitol-31380
12088,aureville,31320,aureville-31320
12089,pointis-inard,31800,pointis-inard-31800
12090,mauremont,31290,mauremont-31290
12091,marquefave,31390,marquefave-31390
12092,molas,31230,molas-31230
12093,garac,31480,garac-31480
12094,flourens,31130,flourens-31130
12095,castelmaurou,31180,castelmaurou-31180
12096,bonrepos-sur-aussonnelle,31470,bonrepos-sur-aussonnelle-31470
12097,casties-labrande,31430,casties-labrande-31430
12098,aignes,31550,aignes-31550
12099,grazac,31190,grazac-31190
12100,sana,31220,sana-31220
12101,saint-léon,31560,saint-léon-31560
12102,issus,31450,issus-31450
12103,mont-d'astarac,32140,mont-d'astarac-32140
12104,sabazan,32290,sabazan-32290
12105,terraube,32700,terraube-32700
12106,la romieu,32480,la romieu-32480
12107,aurensan,32400,aurensan-32400
12108,monguilhem,32240,monguilhem-32240
12109,tirent-pontéjac,32450,tirent-pontéjac-32450
12110,gondrin,32330,gondrin-32330
12111,samaran,32140,samaran-32140
12112,betcave-aguin,32420,betcave-aguin-32420
12113,mouchan,32330,mouchan-32330
12114,riguepeu,32320,riguepeu-32320
12115,bezolles,32310,bezolles-32310
12116,lagraulet-du-gers,32330,lagraulet-du-gers-32330
12117,dému,32190,dému-32190
12118,eauze,32800,eauze-32800
12119,bazian,32320,bazian-32320
12120,cassaigne,32100,cassaigne-32100
12121,durban,32260,durban-32260
12122,moncassin,32300,moncassin-32300
12123,clermont-pouyguillès,32300,clermont-pouyguillès-32300
12124,termes-d'armagnac,32400,termes-d'armagnac-32400
12125,meilhan,32420,meilhan-32420
12126,loussous-débat,32290,loussous-débat-32290
12127,crastes,32270,crastes-32270
12128,bonas,32410,bonas-32410
12129,saint-germier,32200,saint-germier-32200
12130,bourrouillan,32370,bourrouillan-32370
12131,plieux,32340,plieux-32340
12132,callian,32190,callian-32190
12133,lauraët,32330,lauraët-32330
12134,sainte-gemme,32120,sainte-gemme-32120
